URL,Path,Template,Theme,Header,Footer,Language,Migration,Phase,Priority,Gate,Actions,Key Blocks,Notes
https://www.wellsfargo.com/about/corporate/governance/morken/,/about/corporate/governance/morken/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/morris/,/about/corporate/governance/morris/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/norwood/,/about/corporate/governance/norwood/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/patterson/,/about/corporate/governance/patterson/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/powell/,/about/corporate/governance/powell/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/ricci/,/about/corporate/governance/ricci/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/rivas/,/about/corporate/governance/rivas/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/rosenberg/,/about/corporate/governance/rosenberg/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/santomassimo/,/about/corporate/governance/santomassimo/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/santos/,/about/corporate/governance/santos/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/sargent/,/about/corporate/governance/sargent/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/scharf/,/about/corporate/governance/scharf/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 1 (Representative),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/sommers/,/about/corporate/governance/sommers/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/corporate/governance/vanbeurden/,/about/corporate/governance/vanbeurden/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",Executive biography
https://www.wellsfargo.com/about/inclusion/banking-inclusion-initiative/,/about/inclusion/banking-inclusion-initiative/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/annual-reports/,/about/investor-relations/annual-reports/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 2 (Validation Batch),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/disclosures/,/about/investor-relations/disclosures/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/disclosures/,/about/investor-relations/disclosures/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/events/,/about/investor-relations/events/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/filings/,/about/investor-relations/filings/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/fixed-income/,/about/investor-relations/fixed-income/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/legal-disclaimers/,/about/investor-relations/legal-disclaimers/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/quarterly-earnings/,/about/investor-relations/quarterly-earnings/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 2 (Validation Batch),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/,/about/investor-relations/shareholder-information/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/deemed-distribution-announcements/,/about/investor-relations/shareholder-information/deemed-distribution-announcements/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/wachovia/,/about/investor-relations/shareholder-information/wachovia/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/,/about/responsibility-and-impact/community-giving/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-reinvestment-act/,/about/responsibility-and-impact/community-reinvestment-act/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-reinvestment-act/,/about/responsibility-and-impact/community-reinvestment-act/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/government-relations/,/about/responsibility-and-impact/government-relations/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/sustainability/,/about/responsibility-and-impact/sustainability/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/sustainability/,/about/responsibility-and-impact/sustainability/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/giving-faqs/,/about/responsibility-and-impact/community-giving/giving-faqs/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/grant-process/,/about/responsibility-and-impact/community-giving/grant-process/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/auto-loans/assist/,/auto-loans/assist/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/auto-loans/make-payments/,/auto-loans/make-payments/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/auto-loans/vehicle-financing-101/,/auto-loans/vehicle-financing-101/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/,/biz/business-credit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/,/biz/checking/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/debit-card/,/biz/debit-card/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/fee-information/,/biz/fee-information/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/fee-information/,/biz/fee-information/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/,/biz/help/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/,/biz/merchant/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/mobile/,/biz/mobile/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/online-banking/,/biz/online-banking/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/paycheck-protection-forgiveness/,/biz/paycheck-protection-forgiveness/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/payroll/,/biz/payroll/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/practice-finance-medical-dental-loans/,/biz/practice-finance-medical-dental-loans/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/required-documents/,/biz/required-documents/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/required-documents/,/biz/required-documents/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/retirement/,/biz/retirement/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/savings/,/biz/savings/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/sba/,/biz/sba/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/signify-rewards/,/biz/signify-rewards/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/switch/,/biz/switch/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/verification-deposit/,/biz/verification-deposit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/,/biz/business-credit/agreements/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/,/biz/business-credit/agreements/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/lightbox-prime/,/biz/business-credit/lightbox-prime/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/lines-of-credit/,/biz/business-credit/lines-of-credit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/signify-business-cash-agreement/,/biz/business-credit/agreements/signify-business-cash-agreement/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/signify-business-elite-agreement/,/biz/business-credit/agreements/signify-business-elite-agreement/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/documents/,/biz/business-credit/credit-cards/documents/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/signify-business-cash-credit-card-terms-conditions/,/biz/business-credit/credit-cards/signify-business-cash-credit-card-terms-conditions/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/signify-business-cash-guide-to-benefits/,/biz/business-credit/credit-cards/signify-business-cash-guide-to-benefits/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
